date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-10-17 02:00:00,125.92,97.4,72.62,58.36,33.2,18.38,40.03
2016-10-17 03:00:00,134.25,103.97,76.01,53.0,34.56,23.73,35.4
2016-10-17 04:00:00,133.97,102.43,80.08,55.0,37.65,26.88,39.87
2016-10-17 05:00:00,131.78,104.66,76.35,55.98,39.85,26.74,42.25
2016-10-17 06:00:00,135.31,103.92,77.98,63.46,36.45,29.65,44.49
2016-10-17 07:00:00,134.16,105.25,81.14,52.26,41.9,29.49,40.85
2016-10-17 08:00:00,137.6,96.36,79.67,62.8,41.78,22.66,37.33
2016-10-17 09:00:00,134.86,110.05,76.04,52.55,39.63,27.11,41.13
2016-10-17 10:00:00,125.98,95.62,77.03,53.36,37.84,27.49,37.07
2016-10-17 11:00:00,114.76,101.12,71.3,53.68,36.99,22.11,34.15
2016-10-17 12:00:00,113.3,87.24,73.28,51.55,35.93,21.91,33.34
2016-10-17 13:00:00,109.48,93.88,68.24,50.41,34.23,20.18,32.28
2016-10-17 14:00:00,116.98,93.55,67.37,48.55,32.66,24.51,29.63
2016-10-17 15:00:00,114.97,93.87,60.88,45.82,31.88,21.57,24.87
2016-10-17 16:00:00,105.47,82.43,65.6,47.2,28.47,18.08,29.89
2016-10-17 17:00:00,105.92,94.8,57.97,45.93,35.26,19.01,29.89
2016-10-17 18:00:00,106.45,89.88,57.73,45.74,29.32,16.84,28.39
2016-10-17 19:00:00,112.53,80.45,58.27,45.54,32.3,20.2,25.07
2016-10-17 20:00:00,102.23,85.63,64.23,47.4,30.43,22.31,27.69
2016-10-17 21:00:00,107.67,92.33,60.95,46.08,29.8,20.28,29.27
2016-10-17 22:00:00,111.69,83.08,65.38,51.37,29.61,20.33,32.03
2016-10-17 23:00:00,118.13,86.92,66.31,54.38,37.22,22.98,33.98
2016-10-18 00:00:00,118.23,92.3,72.27,56.03,32.46,24.68,33.07
2016-10-18 01:00:00,119.92,93.97,71.41,57.16,36.55,24.2,36.64
2016-10-18 02:00:00,128.34,102.18,73.69,57.53,35.7,25.66,39.2
2016-10-18 03:00:00,133.97,105.59,78.15,58.27,40.3,20.44,42.75
2016-10-18 04:00:00,136.33,112.6,75.47,55.62,41.24,23.61,42.44
2016-10-18 05:00:00,130.23,106.58,75.83,61.05,37.53,26.48,43.36
2016-10-18 06:00:00,135.5,112.96,82.03,57.04,36.74,27.54,42.2
2016-10-18 07:00:00,130.3,104.55,75.05,60.46,37.82,25.69,44.6
2016-10-18 08:00:00,131.97,105.43,79.32,57.1,37.18,21.74,41.85
2016-10-18 09:00:00,130.19,102.16,73.77,57.06,39.66,27.21,38.12
2016-10-18 10:00:00,118.9,98.86,76.92,60.42,35.38,27.12,41.09
2016-10-18 11:00:00,116.21,102.0,71.02,58.87,35.01,23.02,37.87
2016-10-18 12:00:00,118.41,88.16,64.25,54.16,36.75,24.08,33.65
2016-10-18 13:00:00,108.92,93.12,64.24,52.3,35.87,22.82,31.64
2016-10-18 14:00:00,118.92,87.71,64.39,49.83,29.83,20.56,31.38
2016-10-18 15:00:00,106.89,84.68,63.98,43.95,29.3,23.0,30.16
2016-10-18 16:00:00,96.05,86.38,60.62,47.91,33.99,20.0,28.44
2016-10-18 17:00:00,107.71,82.95,60.52,46.13,31.82,18.5,27.91
2016-10-18 18:00:00,98.41,82.6,61.12,41.16,30.25,17.41,30.44
2016-10-18 19:00:00,107.72,75.5,66.62,45.82,28.69,19.4,29.44
2016-10-18 20:00:00,108.86,87.47,60.92,43.12,28.45,20.84,28.42
2016-10-18 21:00:00,113.4,90.29,63.68,51.29,35.41,23.12,31.12
2016-10-18 22:00:00,116.18,85.08,67.92,51.01,33.82,23.88,28.72
2016-10-18 23:00:00,116.98,90.79,64.0,50.19,34.03,22.64,33.39
2016-10-19 00:00:00,120.19,98.06,72.08,52.4,33.05,23.61,38.1
2016-10-19 01:00:00,134.08,98.62,70.93,55.75,37.1,24.79,35.99
2016-10-19 02:00:00,133.33,101.77,77.96,56.28,40.02,26.76,36.54
2016-10-19 03:00:00,134.18,105.87,82.75,60.06,36.23,25.46,38.48
2016-10-19 04:00:00,130.63,112.88,81.03,63.88,37.12,27.65,38.8
2016-10-19 05:00:00,126.63,99.45,76.99,62.92,37.1,25.71,40.16
2016-10-19 06:00:00,139.91,109.61,85.13,58.6,38.36,23.66,41.24
2016-10-19 07:00:00,131.62,101.4,72.79,64.27,39.19,30.93,38.92
2016-10-19 08:00:00,127.76,102.9,74.95,55.86,40.39,26.58,41.01
2016-10-19 09:00:00,133.95,108.08,79.17,53.8,36.88,25.21,41.59
2016-10-19 10:00:00,145.11,103.32,74.3,57.61,35.79,24.87,36.42
2016-10-19 11:00:00,127.62,97.22,69.54,53.91,35.27,20.91,39.46
2016-10-19 12:00:00,116.11,88.65,65.77,49.16,36.65,25.82,35.51
2016-10-19 13:00:00,107.4,97.44,63.77,53.27,34.09,23.34,34.6
2016-10-19 14:00:00,105.64,80.98,62.57,50.87,36.41,19.29,29.42
2016-10-19 15:00:00,107.87,82.74,63.07,42.55,34.56,20.77,30.89
2016-10-19 16:00:00,110.56,82.9,62.26,50.78,31.11,20.58,25.8
2016-10-19 17:00:00,100.51,80.5,57.75,44.58,32.9,23.56,29.02
2016-10-19 18:00:00,97.73,83.81,59.53,50.78,30.51,19.83,27.33
2016-10-19 19:00:00,100.75,76.51,63.07,47.85,31.15,18.75,28.35
2016-10-19 20:00:00,105.25,87.0,64.64,43.86,29.58,17.47,25.64
2016-10-19 21:00:00,109.37,89.28,62.28,46.36,30.89,25.34,27.39
2016-10-19 22:00:00,117.43,91.15,65.94,49.55,30.68,19.22,31.93
2016-10-19 23:00:00,112.25,87.3,65.33,50.73,33.53,20.83,30.65
2016-10-20 00:00:00,121.33,93.39,70.07,50.31,36.1,21.76,35.35
2016-10-20 01:00:00,130.78,96.35,71.47,55.88,37.5,25.44,33.63
2016-10-20 02:00:00,135.23,102.79,73.73,53.95,36.7,27.3,39.87
2016-10-20 03:00:00,122.53,99.35,75.13,54.29,37.08,28.56,37.27
2016-10-20 04:00:00,130.36,106.18,72.25,54.43,40.48,28.76,42.03
2016-10-20 05:00:00,134.45,104.51,79.61,50.55,39.52,23.63,42.92
2016-10-20 06:00:00,137.83,97.37,76.54,58.42,37.69,25.08,40.53
2016-10-20 07:00:00,137.87,105.63,75.33,61.16,39.56,26.31,42.84
2016-10-20 08:00:00,127.38,94.34,74.5,54.71,37.38,23.74,41.44
2016-10-20 09:00:00,130.03,106.15,79.02,59.3,36.1,25.07,38.65
2016-10-20 10:00:00,134.18,93.8,77.97,52.55,37.55,25.15,36.16
2016-10-20 11:00:00,123.69,106.16,70.85,49.18,36.59,23.26,32.44
2016-10-20 12:00:00,121.63,97.67,69.33,53.85,35.0,26.41,35.13
2016-10-20 13:00:00,113.12,88.29,69.74,48.2,34.33,21.71,29.36
2016-10-20 14:00:00,110.85,97.89,68.63,52.61,33.52,19.95,30.87
2016-10-20 15:00:00,109.56,87.99,63.66,48.58,30.74,21.25,28.6
2016-10-20 16:00:00,103.24,86.56,55.59,51.42,28.19,18.1,29.29
2016-10-20 17:00:00,106.41,84.71,66.97,47.64,30.29,20.31,26.58
2016-10-20 18:00:00,111.81,91.84,59.87,48.17,30.07,19.64,26.27
2016-10-20 19:00:00,113.76,78.85,53.73,47.7,32.77,20.37,28.65
2016-10-20 20:00:00,108.38,86.76,61.97,49.01,31.9,16.31,28.6
2016-10-20 21:00:00,108.82,79.37,62.95,46.81,33.6,21.2,29.76
2016-10-20 22:00:00,113.72,87.38,68.08,44.75,30.67,23.9,31.62
2016-10-20 23:00:00,112.79,82.45,71.46,54.22,34.97,22.24,29.42
2016-10-21 00:00:00,127.04,99.09,74.01,54.58,34.93,22.01,35.88
2016-10-21 01:00:00,116.28,99.17,73.45,53.0,37.08,22.92,37.53
2016-10-21 02:00:00,130.57,96.52,70.7,54.77,38.59,21.99,36.09
2016-10-21 03:00:00,134.59,95.97,74.99,52.5,32.65,25.66,39.18
2016-10-21 04:00:00,130.84,98.86,75.61,59.02,37.85,25.01,40.79
2016-10-21 05:00:00,131.23,103.32,76.28,56.42,37.52,23.67,41.34
2016-10-21 06:00:00,131.84,103.49,75.15,60.79,41.65,25.81,42.54
2016-10-21 07:00:00,133.56,102.87,81.26,63.51,38.7,24.67,44.48
2016-10-21 08:00:00,133.44,104.96,75.66,59.1,40.46,23.84,43.03
2016-10-21 09:00:00,142.05,96.41,73.18,57.44,42.36,23.81,37.05
2016-10-21 10:00:00,120.91,102.25,73.12,57.49,36.79,22.6,39.36
2016-10-21 11:00:00,134.36,85.34,77.16,56.85,34.36,27.33,38.97
2016-10-21 12:00:00,111.88,98.09,63.12,49.06,32.39,21.31,35.14
2016-10-21 13:00:00,114.91,87.64,60.93,52.33,33.62,22.85,34.61
2016-10-21 14:00:00,112.1,91.87,64.64,52.53,30.88,19.87,34.64
2016-10-21 15:00:00,115.01,90.99,64.73,45.59,29.56,23.35,31.11
2016-10-21 16:00:00,112.11,83.41,68.6,48.68,28.57,19.66,28.37
2016-10-21 17:00:00,104.28,82.81,64.43,43.83,27.67,21.12,29.21
2016-10-21 18:00:00,101.2,91.75,63.2,44.92,32.61,21.27,27.16
2016-10-21 19:00:00,107.42,81.97,61.94,40.39,32.97,13.04,27.17
2016-10-21 20:00:00,103.54,77.28,60.07,47.08,28.39,14.66,27.17
2016-10-21 21:00:00,109.17,93.91,61.95,51.13,34.51,16.89,32.19
2016-10-21 22:00:00,108.95,82.95,62.45,54.6,32.88,22.89,28.98
2016-10-21 23:00:00,114.64,86.11,69.07,54.7,34.15,23.01,35.49
2016-10-22 00:00:00,112.44,96.79,73.35,53.66,31.06,26.06,35.31
2016-10-22 01:00:00,117.77,98.62,74.5,57.24,32.22,23.8,33.45
2016-10-22 02:00:00,126.37,105.72,75.18,59.79,37.98,24.14,38.79
2016-10-22 03:00:00,130.19,108.54,71.78,59.41,36.58,23.23,35.41
2016-10-22 04:00:00,136.72,100.82,78.23,56.18,33.84,26.35,42.05
2016-10-22 05:00:00,133.73,97.91,75.9,52.82,40.46,28.47,43.32
2016-10-22 06:00:00,137.86,109.92,76.75,60.09,39.14,26.16,40.62
2016-10-22 07:00:00,137.89,110.25,76.83,54.02,38.63,25.25,41.8
2016-10-22 08:00:00,133.03,107.69,71.36,55.63,36.62,27.89,44.71
2016-10-22 09:00:00,128.18,100.39,77.29,54.91,37.81,28.54,38.6
2016-10-22 10:00:00,135.05,98.33,73.26,53.59,33.05,26.36,35.94
2016-10-22 11:00:00,134.6,95.29,69.19,53.18,35.99,21.3,39.21
2016-10-22 12:00:00,116.32,98.02,69.69,56.26,35.38,20.61,38.23
2016-10-22 13:00:00,111.85,91.85,63.61,47.14,31.1,23.05,32.37
2016-10-22 14:00:00,109.28,92.69,62.12,42.07,32.14,24.59,32.58
2016-10-22 15:00:00,108.18,79.99,58.07,51.8,29.86,23.75,31.69
2016-10-22 16:00:00,108.89,80.49,65.01,44.48,27.86,18.46,26.33
2016-10-22 17:00:00,107.97,86.92,59.43,41.05,27.19,17.76,26.09
2016-10-22 18:00:00,97.14,83.02,66.12,48.83,27.9,18.4,29.27
2016-10-22 19:00:00,101.63,83.93,65.33,45.25,33.38,24.1,30.43
2016-10-22 20:00:00,103.87,82.07,60.43,47.44,30.04,21.96,28.94
2016-10-22 21:00:00,100.26,83.34,63.93,50.81,35.86,18.09,27.24
2016-10-22 22:00:00,107.85,78.9,61.48,44.14,31.36,20.84,34.53
2016-10-22 23:00:00,117.08,89.66,68.39,51.24,31.42,18.64,31.3
2016-10-23 00:00:00,121.4,100.45,76.85,55.2,37.54,23.7,33.57
2016-10-23 01:00:00,123.88,97.41,71.25,55.77,34.74,23.25,36.87
2016-10-23 02:00:00,120.1,101.76,70.87,55.5,37.87,25.44,41.1
2016-10-23 03:00:00,132.95,101.5,77.07,55.18,33.86,25.95,41.25
2016-10-23 04:00:00,132.97,108.31,76.96,52.78,38.34,27.14,41.57
2016-10-23 05:00:00,135.35,104.87,72.95,55.11,39.92,22.34,42.41
2016-10-23 06:00:00,131.89,106.02,81.69,60.24,41.05,26.38,41.83
2016-10-23 07:00:00,128.75,103.0,75.14,59.96,37.58,24.88,42.6
2016-10-23 08:00:00,131.59,110.82,79.01,55.27,38.82,28.67,35.68
2016-10-23 09:00:00,132.17,95.96,72.86,53.66,40.68,27.41,38.95
2016-10-23 10:00:00,122.86,97.28,73.88,55.62,34.95,23.77,38.48
2016-10-23 11:00:00,115.1,102.06,66.29,48.63,36.66,21.08,33.88
2016-10-23 12:00:00,115.98,94.12,71.27,51.73,38.18,22.77,35.02
2016-10-23 13:00:00,120.56,91.87,73.31,54.02,33.54,23.25,31.89
2016-10-23 14:00:00,109.68,86.78,60.83,46.97,36.49,18.86,34.0
2016-10-23 15:00:00,104.6,85.0,62.7,49.3,30.5,21.54,32.09
2016-10-23 16:00:00,111.21,88.54,60.65,49.03,28.43,18.73,26.82
2016-10-23 17:00:00,98.13,82.09,57.97,42.04,29.5,16.42,26.7
2016-10-23 18:00:00,110.12,79.63,63.2,44.92,27.73,22.12,26.6
2016-10-23 19:00:00,104.44,89.82,59.15,45.26,32.28,21.9,26.1
2016-10-23 20:00:00,106.26,96.81,60.61,43.39,28.72,19.63,28.14
2016-10-23 21:00:00,115.47,84.63,67.58,49.45,33.61,21.43,27.42
2016-10-23 22:00:00,112.88,90.88,63.04,47.73,33.07,25.16,28.23
2016-10-23 23:00:00,106.9,82.64,66.12,53.93,33.56,19.66,33.55
2016-10-24 00:00:00,118.75,86.83,71.06,51.41,34.42,23.61,35.43
2016-10-24 01:00:00,123.26,94.7,74.61,56.28,32.2,23.07,34.51
2016-10-24 02:00:00,120.45,94.69,75.28,54.08,36.55,22.91,39.72
2016-10-24 03:00:00,130.81,104.96,82.05,56.04,34.87,23.87,38.22
2016-10-24 04:00:00,135.58,101.07,72.52,55.28,37.42,23.19,41.18
2016-10-24 05:00:00,133.93,105.04,80.24,56.8,40.05,24.67,43.06
2016-10-24 06:00:00,127.7,103.59,73.32,63.71,39.37,24.16,41.61
2016-10-24 07:00:00,130.95,95.55,82.17,62.15,39.15,26.29,42.33
2016-10-24 08:00:00,125.0,99.38,71.88,57.05,40.61,24.58,39.64
2016-10-24 09:00:00,130.7,106.16,70.67,62.12,40.08,25.9,39.09
2016-10-24 10:00:00,130.47,103.65,74.55,59.63,35.93,25.18,37.51
2016-10-24 11:00:00,128.84,86.1,72.82,56.07,32.34,24.09,34.62
2016-10-24 12:00:00,114.38,95.35,68.89,49.5,36.81,21.92,33.82
2016-10-24 13:00:00,115.82,95.91,64.1,50.81,32.43,21.43,29.14
2016-10-24 14:00:00,121.63,89.59,65.62,50.91,33.2,17.6,29.44
2016-10-24 15:00:00,119.23,79.42,68.01,49.95,31.77,20.02,28.3
2016-10-24 16:00:00,118.39,85.79,61.43,45.54,29.38,20.26,27.17
2016-10-24 17:00:00,99.21,84.89,58.55,49.56,32.21,19.74,26.45
2016-10-24 18:00:00,106.25,84.29,55.79,51.54,29.58,21.14,26.55
2016-10-24 19:00:00,107.48,72.21,58.51,49.07,30.37,21.23,27.89
2016-10-24 20:00:00,105.82,88.29,61.72,51.42,28.73,19.9,29.43
2016-10-24 21:00:00,104.78,86.83,61.98,47.41,30.0,19.71,27.57
2016-10-24 22:00:00,110.8,79.68,57.77,49.52,26.8,20.87,28.02
2016-10-24 23:00:00,112.58,92.83,64.83,55.5,35.12,18.95,30.15
2016-10-25 00:00:00,116.79,99.77,67.01,52.13,37.36,21.65,33.13
2016-10-25 01:00:00,127.71,93.12,62.77,57.52,36.6,24.52,35.34
2016-10-25 02:00:00,120.25,95.61,77.06,56.01,36.57,24.67,36.32
2016-10-25 03:00:00,136.36,105.04,74.05,52.32,38.91,23.01,36.82
2016-10-25 04:00:00,125.29,109.31,79.52,58.64,35.97,28.91,39.69
2016-10-25 05:00:00,137.85,104.04,76.25,58.32,37.94,30.05,41.71
2016-10-25 06:00:00,131.28,101.39,82.87,56.58,40.63,27.08,42.8
2016-10-25 07:00:00,132.41,101.36,77.65,54.57,38.85,27.18,40.24
2016-10-25 08:00:00,139.79,99.7,76.15,55.91,39.0,22.29,39.78
2016-10-25 09:00:00,124.18,95.38,71.16,54.55,41.08,25.55,37.56
2016-10-25 10:00:00,126.04,105.05,74.76,56.72,35.86,22.96,37.79
2016-10-25 11:00:00,115.54,94.36,70.59,54.87,35.64,22.78,34.35
2016-10-25 12:00:00,113.65,95.26,67.61,53.35,30.73,23.4,35.25
2016-10-25 13:00:00,118.06,93.03,66.19,53.48,30.84,21.78,28.59
2016-10-25 14:00:00,109.75,91.8,58.54,46.11,35.8,16.37,29.64
2016-10-25 15:00:00,111.68,82.37,63.51,52.28,31.96,23.48,29.4
2016-10-25 16:00:00,102.76,81.83,63.67,45.77,31.85,22.5,27.98
2016-10-25 17:00:00,108.06,75.75,59.39,47.33,29.72,19.99,32.25
2016-10-25 18:00:00,104.69,79.55,59.53,42.74,29.1,16.68,27.31
2016-10-25 19:00:00,104.31,81.3,57.67,51.85,29.72,20.41,24.85
2016-10-25 20:00:00,102.03,81.61,62.29,46.09,30.66,21.75,27.42
2016-10-25 21:00:00,105.02,79.85,58.16,52.36,33.23,21.92,25.25
2016-10-25 22:00:00,108.53,82.33,63.76,49.0,30.04,18.29,30.19
2016-10-25 23:00:00,105.68,93.18,63.16,51.66,32.59,23.13,30.5
2016-10-26 00:00:00,119.75,92.62,69.42,51.9,33.29,24.67,35.86
2016-10-26 01:00:00,119.83,96.31,67.12,54.6,34.46,22.53,34.88
2016-10-26 02:00:00,121.37,99.05,67.51,57.27,36.69,23.28,37.55
2016-10-26 03:00:00,120.93,103.77,73.49,60.39,38.67,27.9,38.07
2016-10-26 04:00:00,131.74,108.25,78.22,56.07,38.79,23.64,44.01
2016-10-26 05:00:00,142.9,104.74,77.81,59.19,36.69,28.25,40.64
2016-10-26 06:00:00,127.94,100.54,77.53,54.39,42.14,25.25,45.2
2016-10-26 07:00:00,116.45,105.94,79.39,56.76,36.15,25.4,42.91
2016-10-26 08:00:00,128.65,100.04,73.64,57.89,40.22,26.23,41.49
2016-10-26 09:00:00,120.03,104.5,77.71,60.65,35.8,24.72,40.07
2016-10-26 10:00:00,128.4,97.44,75.19,55.15,35.07,22.69,38.57
2016-10-26 11:00:00,128.2,92.67,67.86,54.81,35.62,20.86,32.12
2016-10-26 12:00:00,115.47,90.28,67.11,59.8,33.91,20.95,33.48
2016-10-26 13:00:00,124.29,94.0,68.88,48.17,35.74,23.57,33.78
2016-10-26 14:00:00,111.3,80.69,64.47,54.42,32.71,20.46,30.19
2016-10-26 15:00:00,106.32,84.43,60.27,47.86,34.22,23.25,25.92
2016-10-26 16:00:00,101.31,88.26,63.52,48.93,31.48,18.25,27.43
2016-10-26 17:00:00,101.55,85.29,56.72,43.31,30.78,18.23,30.2
2016-10-26 18:00:00,107.19,78.53,60.77,47.21,29.05,19.23,29.03
2016-10-26 19:00:00,100.18,81.88,57.46,45.76,31.67,17.54,26.67
2016-10-26 20:00:00,102.64,85.23,55.01,52.6,32.71,17.04,29.44
2016-10-26 21:00:00,96.94,85.18,59.31,50.87,32.12,20.84,28.0
2016-10-26 22:00:00,107.72,93.95,66.79,51.04,34.67,19.17,26.88
2016-10-26 23:00:00,120.61,89.39,67.71,50.2,29.6,23.85,30.24
2016-10-27 00:00:00,108.79,89.57,67.6,46.31,32.28,23.18,37.08
2016-10-27 01:00:00,120.07,95.49,68.54,53.86,34.99,20.18,35.35
2016-10-27 02:00:00,124.41,94.47,76.15,53.99,41.77,26.12,37.22
2016-10-27 03:00:00,127.87,104.24,69.05,59.3,36.02,24.99,38.66
2016-10-27 04:00:00,127.27,101.34,76.21,57.59,38.32,25.28,44.26
2016-10-27 05:00:00,124.28,114.36,78.35,59.27,38.15,23.84,44.45
2016-10-27 06:00:00,133.67,106.59,81.86,64.4,41.93,22.15,45.9
2016-10-27 07:00:00,130.1,106.37,76.45,57.83,34.54,27.41,40.88
2016-10-27 08:00:00,121.53,97.54,73.71,57.07,35.13,23.16,41.04
2016-10-27 09:00:00,134.27,101.47,76.62,52.7,37.55,24.54,36.23
2016-10-27 10:00:00,121.44,99.23,67.78,56.48,35.93,23.67,40.66
2016-10-27 11:00:00,126.06,98.27,70.33,50.37,38.3,20.78,33.56
2016-10-27 12:00:00,121.06,87.05,71.71,55.2,30.65,23.59,34.39
2016-10-27 13:00:00,115.87,93.14,67.72,47.73,32.88,25.24,29.82
2016-10-27 14:00:00,104.88,88.73,67.91,46.19,29.4,18.66,29.03
2016-10-27 15:00:00,109.29,79.85,62.19,52.04,31.19,19.01,26.98
2016-10-27 16:00:00,105.55,82.77,62.52,51.83,31.38,24.16,26.25
2016-10-27 17:00:00,105.7,78.78,67.13,46.0,28.02,24.44,25.64
2016-10-27 18:00:00,99.25,78.35,58.3,46.66,31.84,14.39,25.36
2016-10-27 19:00:00,108.06,79.63,59.03,51.52,30.56,20.69,28.38
2016-10-27 20:00:00,104.68,86.1,66.02,39.55,32.75,23.18,25.25
2016-10-27 21:00:00,109.82,82.24,59.14,55.01,29.49,23.6,29.1
2016-10-27 22:00:00,112.37,95.62,63.5,44.34,32.23,18.21,32.64
2016-10-27 23:00:00,127.42,92.85,68.96,52.95,31.93,21.65,30.99
2016-10-28 00:00:00,118.31,101.1,65.41,49.92,33.71,21.32,32.44
2016-10-28 01:00:00,114.35,85.61,65.73,56.95,35.59,25.11,35.36
2016-10-28 02:00:00,122.35,98.93,78.22,59.76,38.57,24.57,39.99
2016-10-28 03:00:00,130.96,103.29,74.74,55.13,39.87,22.19,39.57
2016-10-28 04:00:00,138.19,102.61,72.73,55.66,36.59,24.11,39.31
2016-10-28 05:00:00,129.28,102.38,76.65,57.71,40.31,25.07,42.09
2016-10-28 06:00:00,134.39,105.35,79.5,58.24,37.65,23.83,39.18
2016-10-28 07:00:00,133.3,110.01,76.89,55.8,38.27,24.44,42.49
2016-10-28 08:00:00,127.42,97.94,75.94,58.01,36.17,23.51,41.19
2016-10-28 09:00:00,123.63,96.26,72.38,55.75,34.94,24.51,38.57
2016-10-28 10:00:00,121.74,95.6,74.51,53.18,35.75,26.76,35.95
2016-10-28 11:00:00,117.04,102.69,70.17,50.25,34.5,23.58,34.05
2016-10-28 12:00:00,124.03,96.52,69.07,55.88,30.68,23.16,34.95
2016-10-28 13:00:00,115.43,91.5,61.72,47.5,32.94,24.12,34.4
2016-10-28 14:00:00,119.84,84.66,60.45,51.55,37.42,23.38,28.86
2016-10-28 15:00:00,103.41,96.28,64.58,45.49,35.13,18.8,29.49
2016-10-28 16:00:00,101.67,85.84,61.01,47.02,30.62,22.3,23.21
2016-10-28 17:00:00,91.65,82.87,59.32,44.05,28.58,14.49,25.47
2016-10-28 18:00:00,98.77,86.48,62.38,45.53,27.12,21.31,26.32
2016-10-28 19:00:00,109.82,85.87,57.28,43.71,33.41,17.35,24.82
2016-10-28 20:00:00,107.16,75.82,60.19,48.66,30.48,21.11,25.51
2016-10-28 21:00:00,101.02,81.56,63.96,49.95,31.7,22.44,27.24
2016-10-28 22:00:00,101.98,85.46,69.85,52.95,33.46,20.85,30.71
2016-10-28 23:00:00,119.05,91.93,62.0,53.54,31.54,23.41,31.56
2016-10-29 00:00:00,109.52,99.6,67.98,48.71,33.02,21.97,29.32
2016-10-29 01:00:00,121.45,101.58,71.34,47.08,33.11,28.93,31.5
2016-10-29 02:00:00,125.78,103.0,72.38,52.03,35.69,24.4,36.34
2016-10-29 03:00:00,125.91,109.36,73.32,53.12,39.2,26.63,40.02
2016-10-29 04:00:00,130.74,101.18,70.89,60.9,40.03,24.36,34.8
2016-10-29 05:00:00,132.39,103.88,82.38,54.72,37.51,24.1,40.05
2016-10-29 06:00:00,134.15,105.42,78.4,55.4,41.87,24.73,40.25
2016-10-29 07:00:00,138.03,117.35,74.87,58.86,38.48,29.6,43.82
2016-10-29 08:00:00,129.19,104.59,77.27,56.94,39.81,25.42,39.53
2016-10-29 09:00:00,130.62,102.54,73.35,55.48,38.69,25.86,39.87
2016-10-29 10:00:00,131.33,106.64,71.74,55.44,36.26,21.93,37.83
2016-10-29 11:00:00,124.31,99.42,67.9,52.47,34.62,20.4,31.48
2016-10-29 12:00:00,117.42,88.62,69.28,52.85,35.19,23.52,35.34
2016-10-29 13:00:00,121.37,86.86,64.2,52.45,32.97,24.11,32.29
2016-10-29 14:00:00,112.91,94.87,64.03,44.59,32.83,21.0,31.07
2016-10-29 15:00:00,109.67,87.37,60.83,44.77,30.93,15.76,36.35
2016-10-29 16:00:00,105.01,81.18,63.59,40.89,30.52,23.19,23.14
2016-10-29 17:00:00,106.49,85.53,61.13,41.26,30.39,20.56,30.01
2016-10-29 18:00:00,97.21,80.69,51.1,45.04,29.03,22.44,25.73
2016-10-29 19:00:00,100.1,80.54,59.87,44.47,31.49,15.76,27.13
2016-10-29 20:00:00,110.29,82.76,64.91,38.6,25.63,19.46,27.21
2016-10-29 21:00:00,109.52,82.5,64.19,50.74,32.55,20.73,27.65
2016-10-29 22:00:00,110.58,84.74,64.13,45.97,30.58,22.17,28.91
2016-10-29 23:00:00,111.4,87.14,67.82,51.63,32.8,21.57,32.52
2016-10-30 00:00:00,119.51,96.95,69.32,48.4,33.92,21.8,30.68
2016-10-30 01:00:00,116.05,98.17,72.77,55.71,33.54,23.71,37.16
2016-10-30 02:00:00,124.9,100.31,73.61,54.94,36.34,26.33,36.63
2016-10-30 03:00:00,123.73,100.87,78.33,53.78,36.02,26.2,36.76
2016-10-30 04:00:00,123.3,106.11,75.04,58.4,35.81,27.58,39.31
2016-10-30 05:00:00,125.84,107.57,73.88,63.19,38.56,29.41,43.48
2016-10-30 06:00:00,128.34,103.3,81.35,53.7,37.46,26.61,40.15
2016-10-30 07:00:00,126.83,106.75,77.92,53.23,40.64,22.99,41.68
2016-10-30 08:00:00,134.28,103.98,75.15,53.85,38.91,23.47,38.75
2016-10-30 09:00:00,134.08,106.54,80.01,57.06,36.73,24.14,40.54
2016-10-30 10:00:00,123.08,100.07,74.53,58.67,36.65,21.31,38.84
2016-10-30 11:00:00,119.28,102.4,66.38,55.74,34.74,21.62,39.36
2016-10-30 12:00:00,119.41,99.32,69.74,51.19,31.77,22.42,33.37
2016-10-30 13:00:00,106.89,88.73,66.2,43.34,35.97,19.36,33.11
2016-10-30 14:00:00,109.0,89.21,68.14,46.6,27.09,23.27,30.16
2016-10-30 15:00:00,100.58,86.03,63.62,37.97,27.95,19.57,31.01
2016-10-30 16:00:00,91.52,77.33,61.29,46.51,31.07,20.92,25.78
2016-10-30 17:00:00,94.54,76.35,62.31,50.75,28.08,20.24,27.96
2016-10-30 18:00:00,106.47,82.03,58.97,44.05,33.83,19.81,25.83
2016-10-30 19:00:00,104.89,82.78,57.59,46.33,29.37,19.04,26.34
2016-10-30 20:00:00,106.03,79.02,57.31,48.29,29.4,19.33,27.41
2016-10-30 21:00:00,97.18,88.44,63.93,49.86,31.95,17.46,28.92
2016-10-30 22:00:00,111.08,84.64,61.33,50.47,35.43,24.1,29.73
2016-10-30 23:00:00,116.66,89.85,65.74,47.71,32.65,23.66,32.21
2016-10-31 00:00:00,126.38,89.68,62.65,50.31,36.12,26.73,36.79
2016-10-31 01:00:00,127.7,101.19,68.41,50.99,32.83,22.03,37.54
2016-10-31 02:00:00,129.33,105.45,74.17,54.14,34.43,23.86,39.12
2016-10-31 03:00:00,128.89,95.58,77.76,54.88,39.22,24.69,38.02
2016-10-31 04:00:00,131.74,100.53,75.39,59.03,37.95,22.98,38.35
2016-10-31 05:00:00,132.31,106.08,81.44,61.16,38.53,24.39,42.79
